DATE,JPNCPIALLMINMEI
2004-08-01,97.123950114533
2004-09-01,97.4293713413082
2004-10-01,97.938406719267
2004-11-01,97.7347925680835
2004-12-01,97.2257571901247
2005-01-01,97.0221430389412
2005-02-01,96.7167218121659
2005-03-01,97.0221430389412
2005-04-01,97.123950114533
2005-05-01,97.2257571901247
2005-06-01,96.8185288877577
2005-07-01,96.7167218121659
2005-08-01,96.8185288877577
2005-09-01,97.123950114533
2005-10-01,97.123950114533
2005-11-01,96.7167218121659
2005-12-01,96.8185288877577
2006-01-01,96.9203359633495
2006-02-01,96.6149147365742
2006-03-01,96.8185288877577
2006-04-01,97.0221430389412
2006-05-01,97.3275642657165
2006-06-01,97.3275642657165
2006-07-01,97.0221430389412
2006-08-01,97.7347925680835
2006-09-01,97.7347925680835
2006-10-01,97.5311784169
2006-11-01,97.0221430389412
2006-12-01,97.123950114533
2007-01-01,96.9203359633495
2007-02-01,96.4113005853907
2007-03-01,96.7167218121659
2007-04-01,97.0221430389412
2007-05-01,97.3275642657165
2007-06-01,97.123950114533
2007-07-01,97.0221430389412
2007-08-01,97.5311784169
2007-09-01,97.5311784169
2007-10-01,97.7347925680835
2007-11-01,97.6329854924917
2007-12-01,97.7347925680835
2008-01-01,97.6329854924917
2008-02-01,97.4293713413082
2008-03-01,97.8365996436752
2008-04-01,97.7347925680835
2008-05-01,98.5492491728175
2008-06-01,99.0582845507763
2008-07-01,99.2618987019598
2008-08-01,99.567319928735
2008-09-01,99.567319928735
2008-10-01,99.4655128531433
2008-11-01,98.5492491728175
2008-12-01,98.1420208704505
2009-01-01,97.6329854924917
2009-02-01,97.3275642657165
2009-03-01,97.6329854924917
2009-04-01,97.7347925680835
2009-05-01,97.5311784169
2009-06-01,97.3275642657165
2009-07-01,97.0221430389412
2009-08-01,97.3275642657165
2009-09-01,97.3275642657165
2009-10-01,96.9203359633495
2009-11-01,96.7167218121659
2009-12-01,96.5131076609824
2010-01-01,96.6149147365742
2010-02-01,96.6149147365742
2010-03-01,96.8185288877577
2010-04-01,96.8185288877577
2010-05-01,96.8185288877577
2010-06-01,96.6149147365742
2010-07-01,96.1058793586154
2010-08-01,96.2076864342072
2010-09-01,96.4113005853907
2010-10-01,96.7167218121659
2010-11-01,96.4113005853907
2010-12-01,96.2076864342072
2011-01-01,96.1058793586154
2011-02-01,96.1058793586154
2011-03-01,96.3094935097989
2011-04-01,96.4113005853907
2011-05-01,96.4113005853907
2011-06-01,96.3094935097989
2011-07-01,96.3094935097989
2011-08-01,96.4113005853907
2011-09-01,96.4113005853907
2011-10-01,96.5131076609824
2011-11-01,95.9022652074319
2011-12-01,96.0040722830236
2012-01-01,96.2076864342072
2012-02-01,96.4113005853907
2012-03-01,96.8185288877577
2012-04-01,96.9203359633495
2012-05-01,96.6149147365742
2012-06-01,96.1058793586154
2012-07-01,95.8004581318402
2012-08-01,96.0040722830236
2012-09-01,96.1058793586154
2012-10-01,96.1058793586154
2012-11-01,95.8004581318402
2012-12-01,95.8004581318402
2013-01-01,95.9022652074319
2013-02-01,95.6986510562484
2013-03-01,95.9022652074319
2013-04-01,96.2076864342072
2013-05-01,96.3094935097989
2013-06-01,96.3094935097989
2013-07-01,96.5131076609824
2013-08-01,96.8185288877577
2013-09-01,97.123950114533
2013-10-01,97.2257571901247
2013-11-01,97.2257571901247
2013-12-01,97.3275642657165
2014-01-01,97.2257571901247
2014-02-01,97.2257571901247
2014-03-01,97.4293713413082
2014-04-01,99.4655128531433
2014-05-01,99.8727411555103
2014-06-01,99.7709340799186
2014-07-01,99.8727411555103
2014-08-01,100.076355306694
2014-09-01,100.279969457877
2014-10-01,99.9745482311021
2014-11-01,99.6691270043268
2014-12-01,99.6691270043268
2015-01-01,99.567319928735
2015-02-01,99.3637057775516
2015-03-01,99.6691270043268
2015-04-01,100.178162382286
2015-05-01,100.483583609061
2015-06-01,100.178162382286
2015-07-01,100.076355306694
2015-08-01,100.178162382286
2015-09-01,100.279969457877
2015-10-01,100.279969457877
2015-11-01,99.8727411555103
2015-12-01,99.8727411555103
2016-01-01,99.4655128531433
2016-02-01,99.567319928735
2016-03-01,99.6691270043268
2016-04-01,99.8727411555103
2016-05-01,99.9745482311021
2016-06-01,99.8727411555103
2016-07-01,99.6691270043268
2016-08-01,99.6691270043268
2016-09-01,99.7709340799186
2016-10-01,100.381776533469
2016-11-01,100.381776533469
2016-12-01,100.178162382286
2017-01-01,99.9745482311021
2017-02-01,99.8727411555103
2017-03-01,99.8727411555103
2017-04-01,100.279969457877
2017-05-01,100.381776533469
2017-06-01,100.279969457877
2017-07-01,100.076355306694
2017-08-01,100.279969457877
2017-09-01,100.585390684653
2017-10-01,100.585390684653
2017-11-01,100.890811911428
2017-12-01,101.196233138203
2018-01-01,101.298040213795
2018-02-01,101.298040213795
2018-03-01,100.99261898702
2018-04-01,100.890811911428
2018-05-01,101.094426062611
2018-06-01,100.99261898702
2018-07-01,100.99261898702
2018-08-01,101.60346144057
2018-09-01,101.705268516162
2018-10-01,102.010689742937
2018-11-01,101.807075591754
2018-12-01,101.501654364978
2019-01-01,101.501654364978
2019-02-01,101.501654364978
2019-03-01,101.501654364978
2019-04-01,101.807075591754
2019-05-01,101.807075591754
2019-06-01,101.60346144057
2019-07-01,101.60346144057
2019-08-01,101.807075591754
2019-09-01,101.908882667345
2019-10-01,102.214303894121
2019-11-01,102.316110969712
2019-12-01,102.316110969712
2020-01-01,102.316110969712
2020-02-01,102.112496818529
2020-03-01,102.112496818529
2020-04-01,102.010689742937
2020-05-01,101.908882667345
2020-06-01,101.705268516162
2020-07-01,101.807075591754
2020-08-01,101.908882667345
2020-09-01,101.705268516162
2020-10-01,101.60346144057
2020-11-01,101.298040213795
2020-12-01,101.094426062611
2021-01-01,101.60346144057
2021-02-01,101.60346144057
2021-03-01,101.705268516162
2021-04-01,100.890811911428
2021-05-01,101.196233138203
2021-06-01,101.298040213795
2021-07-01,101.501654364978
2021-08-01,101.501654364978
2021-09-01,101.908882667345
2021-10-01,101.705268516162
2021-11-01,101.908882667345
2021-12-01,101.908882667345
2022-01-01,102.112496818529
2022-02-01,102.519725120896
